igdb_id,name,summary,description,url,artwork_hash,screenshot_hash
157272,Slide Stories: Neko's Journey,"Follow Nina and her cat, Neko, on a journey through beautiful places in this relaxing and minimalist slide puzzle game.","Title: ""Slide Stories: Neko's Journey"" Summary: Follow Nina and her cat, Neko, on a journey through beautiful places in this relaxing and minimalist slide puzzle game. Released on Mar 10, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Puzzle, Adventure, Card & Board Game. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/slide-stories-nekos-journey,ar1gtr,scbhto
192014,Move or Die: Unleashed,"20-second rounds, constantly changing mechanics and a lot of yelling. These are the keywords that perfectly describe Move or Die: Unleashed, the 4-player friendship ruining party game where rules change every single round.
Play against your friends on the same couch, challenge players from all around the world in online matches or pretend to practice offline with AI bots. Select what you want to play from an ever-expanding roster of mini-games, each with their own outrageous mechanics and level design crafted to promote hours of good old friendship-ruining fun.","Title: ""Move or Die: Unleashed"" Summary: 20-second rounds, constantly changing mechanics and a lot of yelling. These are the keywords that perfectly describe Move or Die: Unleashed, the 4-player friendship ruining party game where rules change every single round.
Play against your friends on the same couch, challenge players from all around the world in online matches or pretend to practice offline with AI bots. Select what you want to play from an ever-expanding roster of mini-games, each with their own outrageous mechanics and level design crafted to promote hours of good old friendship-ruining fun. Released on Mar 10, 2022. Publishers: Those Awesome Guys. Platforms: Nintendo Switch. Game Modes: Single player, Multiplayer. Genres: Platform, Arcade. Themes: Action, Party. Player Perspectives: Side view.",https://www.igdb.com/games/move-or-die-unleashed,ar1gwc,scfvi6
192031,Ancient Islands,"Hard tower-defense mixed with economy elements. It features complex skill tree, resource trading, building your own village, and setting individual tactics for each tower.","Title: ""Ancient Islands"" Summary: Hard tower-defense mixed with economy elements. It features complex skill tree, resource trading, building your own village, and setting individual tactics for each tower. Released on Mar 10, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Strategy, Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/ancient-islands,ar1gx8,scfvlm
192949,Pocket Slimes,Family-friendly puzzle game that will challenge your logical thinking approach in the world where every STEP is meaningful!,"Title: ""Pocket Slimes"" Summary: Family-friendly puzzle game that will challenge your logical thinking approach in the world where every STEP is meaningful! Released on Mar 10, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle, Adventure. Themes: Party. Player Perspectives: unknown.",https://www.igdb.com/games/pocket-slimes,ar1hqp,scg0qh
193303,Time Blazer,"An unknown force in the galaxy is literally eating planets! As it travels through the galaxy, planets in its path begin to panic. A plan to nuke the anomaly goes into action - and it works, but at a cost. As it implodes, it scatters dangerous debris across the galaxy. The Time Blazers are called in for cleanup duty. You'll blast your way through dozens of levels in pulse-pounding arcade action as you fight off a seemingly infinite onslaught of space debris. Use the time warp to slow down your enemies when you become overwhelmed. Upgrade your weapons early and often so that when there are 1,000 asteroids closing in on you - you're ready!","Title: ""Time Blazer"" Summary: An unknown force in the galaxy is literally eating planets! As it travels through the galaxy, planets in its path begin to panic. A plan to nuke the anomaly goes into action - and it works, but at a cost. As it implodes, it scatters dangerous debris across the galaxy. The Time Blazers are called in for cleanup duty. You'll blast your way through dozens of levels in pulse-pounding arcade action as you fight off a seemingly infinite onslaught of space debris. Use the time warp to slow down your enemies when you become overwhelmed. Upgrade your weapons early and often so that when there are 1,000 asteroids closing in on you - you're ready! Released on Mar 10, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Arcade. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/time-blazer,ar1i24,scg335
193394,Pinball FX3: Indiana Jones - The Pinball Adventure,"Relive iconic scenes from the movies in Indiana Jones: The Pinball Adventure, the 1993 Williams classic. Escape Castle Brunwald, feed your pinballs to the mysterious Idol, and brave the Path of Adventure.","Title: ""Pinball FX3: Indiana Jones - The Pinball Adventure"" Summary: Relive iconic scenes from the movies in Indiana Jones: The Pinball Adventure, the 1993 Williams classic. Escape Castle Brunwald, feed your pinballs to the mysterious Idol, and brave the Path of Adventure. Released on Mar 10, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Simulator. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/pinball-fx3-indiana-jones-the-pinball-adventure,ar1mtp,scg375
194256,Detective Inspector: Mysterious Clues,Step into the shoes of a great detective and solve crimes!,"Title: ""Detective Inspector: Mysterious Clues"" Summary: Step into the shoes of a great detective and solve crimes! Released on Mar 10, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle, Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/detective-inspector-mysterious-clues,ar1izn,scg874
194257,Pipes Master,Do you like puzzles games? Give Pipes Master a try today!,"Title: ""Pipes Master"" Summary: Do you like puzzles games? Give Pipes Master a try today! Released on Mar 10, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Puzzle, Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/pipes-master,ar1izo,scg87a
196178,Dual Brain: Complete Edition,"All the games from Dual Brain Vol.1~Vol.3 are included, plus two new categories, for a total of 10 new games, making it a great value.","Title: ""Dual Brain: Complete Edition"" Summary: All the games from Dual Brain Vol.1~Vol.3 are included, plus two new categories, for a total of 10 new games, making it a great value. Released on Mar 10, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/dual-brain-complete-edition,ar1jyn,scggj5
221843,Pokémon Legends: Arceus - Daybreak,"In the Daybreak update, you will begin investigating mysterious mass outbreaks of Pokémon that are popping up all over the Hisui region. You’ll also have a chance to battle powerful opponents, like Legendary Pokémon and wardens, adding yet more options to your Pokémon battle experience.​","Title: ""Pokémon Legends: Arceus - Daybreak"" Summary: In the Daybreak update, you will begin investigating mysterious mass outbreaks of Pokémon that are popping up all over the Hisui region. You’ll also have a chance to battle powerful opponents, like Legendary Pokémon and wardens, adding yet more options to your Pokémon battle experience.​ Released on Mar 10, 2022. Publishers: The Pokémon Company, Nintendo. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Role-playing (RPG), Adventure. Themes: Action, Fantasy, Open world. Player Perspectives: Third person.",https://www.igdb.com/games/pokemon-legends-arceus-daybreak,,
192412,Secret Kiss is Sweet and Tender,Look at me when you kiss me.,"Title: ""Secret Kiss is Sweet and Tender"" Summary: Look at me when you kiss me. Released on Mar 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Role-playing (RPG), Simulator, Adventure, Visual Novel. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/secret-kiss-is-sweet-and-tender,ar1h9n,scfxlg
194255,"Om Nom: Coloring, Toons & Puzzle","Watch, color, draw, and play with your favorite Cut The Rope character!","Title: ""Om Nom: Coloring, Toons & Puzzle"" Summary: Watch, color, draw, and play with your favorite Cut The Rope character! Released on Mar 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle. Themes: Party. Player Perspectives: unknown.",https://www.igdb.com/games/om-nom-coloring-toons-and-puzzle--1,ar1izm,scg86y
196177,Truck Simulator USA Car Games: Driving games & Car 2022,"Drive a real truck in Truck Simulator USA! Become an American truck driver and show your driver skills. Choose cargo and drive it. Transport cargo to city warehouses. Upgrade your truck for better driving and earning more money. Fix and refuel an American truck at service stations, fuel station. Avoid driving cargo above speed limit, follow driving rules for the transport. Spend money wisely and enjoy day and night driving.","Title: ""Truck Simulator USA Car Games: Driving games & Car 2022"" Summary: Drive a real truck in Truck Simulator USA! Become an American truck driver and show your driver skills. Choose cargo and drive it. Transport cargo to city warehouses. Upgrade your truck for better driving and earning more money. Fix and refuel an American truck at service stations, fuel station. Avoid driving cargo above speed limit, follow driving rules for the transport. Spend money wisely and enjoy day and night driving. Released on Mar 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Racing, Simulator, Adventure. Themes: Educational. Player Perspectives: unknown.",https://www.igdb.com/games/truck-simulator-usa-car-games-driving-games-and-car-2022,ar1jym,scggj0
199829,Breakfast Bar Tycoon: Expansion Pack 2,"45 new levels to explore + 8 new Achievements to complete!
Go ahead, test your skill!","Title: ""Breakfast Bar Tycoon: Expansion Pack 2"" Summary: 45 new levels to explore + 8 new Achievements to complete!
Go ahead, test your skill! Released on Mar 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/breakfast-bar-tycoon-expansion-pack-2,ar1mdn,scgvdc
199830,Family Games Bundle: My Magic Florist + Pet Shop Snacks + Bubble Cats Rescue,"Magic, Cats and Snacks! Dive into a delightfully colorful bundle, combining the best of everything.","Title: ""Family Games Bundle: My Magic Florist + Pet Shop Snacks + Bubble Cats Rescue"" Summary: Magic, Cats and Snacks! Dive into a delightfully colorful bundle, combining the best of everything. Released on Mar 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle, Simulator, Strategy, Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/family-games-bundle-my-magic-florist-plus-pet-shop-snacks-plus-bubble-cats-rescue,ar1mdp,scgvdj
199831,"Om Nom: Coloring, Toons & Puzzle - Complete Pack","Bundle contains all content available for Om Nom: Coloring, Toons & Puzzle!","Title: ""Om Nom: Coloring, Toons & Puzzle - Complete Pack"" Summary: Bundle contains all content available for Om Nom: Coloring, Toons & Puzzle! Released on Mar 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/om-nom-coloring-toons-and-puzzle-complete-pack,ar1mdo,scgvdh
199922,"Om Nom: Coloring, Toons & Puzzle - Delicious Dots",Had fun discovering characters hidden in the sets of dots? Follow the dots as Om Nom follows the candies and discover more!,"Title: ""Om Nom: Coloring, Toons & Puzzle - Delicious Dots"" Summary: Had fun discovering characters hidden in the sets of dots? Follow the dots as Om Nom follows the candies and discover more! Released on Mar 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/om-nom-coloring-toons-and-puzzle-delicious-dots,ar1mga,scgvph
199933,"Om Nom: Coloring, Toons & Puzzle - All DLC Pack","Bundle contains all additive content available for Om Nom: Coloring, Toons & Puzzle!","Title: ""Om Nom: Coloring, Toons & Puzzle - All DLC Pack"" Summary: Bundle contains all additive content available for Om Nom: Coloring, Toons & Puzzle! Released on Mar 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/om-nom-coloring-toons-and-puzzle-all-dlc-pack,ar1mgt,scgvrv
96425,Cyber Fight,"Cyber Fight is an old-school pixel platformer with nice electronic music, made in the style of urban steampunk. In order to get to the next level you need to destroy all enemies.","Title: ""Cyber Fight"" Summary: Cyber Fight is an old-school pixel platformer with nice electronic music, made in the style of urban steampunk. In order to get to the next level you need to destroy all enemies. Released on Mar 13, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Fighting, Adventure, Indie. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/cyber-fight,ar1lt2,gdhfpujebs7qb5k9aa0p
194916,Cyber Fight,"Fighting game with 8 stages, 6 characters with different fighting styles, lots of different weapons to use such as: baseball bats, knifes, axes, swords and guns and many opponents to fight.","Title: ""Cyber Fight"" Summary: Fighting game with 8 stages, 6 characters with different fighting styles, lots of different weapons to use such as: baseball bats, knifes, axes, swords and guns and many opponents to fight. Released on Mar 13, 2022. Publishers: Ultimate Games. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Fighting, Arcade. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/cyber-fight--1,ar1kmr,scg9rr
188529,Concordia: Digital Edition - Salsa,An official DLC to Concordia: Digital Edition adding two new maps - Byzantium and Hispania - and Salt - a new trading good - all of which will add variety and new challenges to your games!,"Title: ""Concordia: Digital Edition - Salsa"" Summary: An official DLC to Concordia: Digital Edition adding two new maps - Byzantium and Hispania - and Salt - a new trading good - all of which will add variety and new challenges to your games! Released on Mar 14, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player, Multiplayer. Genres: Strategy, Turn-based strategy (TBS), Tactical, Indie. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/concordia-digital-edition-salsa,ar1lt3,scfebc
194254,Drag Clash Pro: Hot Rod Racing,"Experience amazing ¼ mile races, take part in legal Hot Rod tournaments, earn points and money for your places in completed events.","Title: ""Drag Clash Pro: Hot Rod Racing"" Summary: Experience amazing ¼ mile races, take part in legal Hot Rod tournaments, earn points and money for your places in completed events. Released on Mar 14, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Racing, Simulator, Sport, Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/drag-clash-pro-hot-rod-racing,ar1izl,scg86u
197508,My Hero One's Justice 2: DLC Pack 9 - Midnight,Play as Midnight in My Hero One's Justice 2! This pack also includes 10 color variations for Midnight's costume.,"Title: ""My Hero One's Justice 2: DLC Pack 9 - Midnight"" Summary: Play as Midnight in My Hero One's Justice 2! This pack also includes 10 color variations for Midnight's costume. Released on Mar 16, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/my-hero-ones-justice-2-dlc-pack-9-midnight,ar1lt1,scgn8e
199832,Jigsaw Masterpieces: Little Animals,"This is the additional puzzle pack for ""Jigsaw Masterpieces"".","Title: ""Jigsaw Masterpieces: Little Animals"" Summary: This is the additional puzzle pack for ""Jigsaw Masterpieces"". Released on Mar 16, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/jigsaw-masterpieces-little-animals,ar1mdq,scgvdr
199833,Jigsaw Masterpieces: World Heritage Site 3,"This is the additional puzzle pack for ""Jigsaw Masterpieces"".","Title: ""Jigsaw Masterpieces: World Heritage Site 3"" Summary: This is the additional puzzle pack for ""Jigsaw Masterpieces"". Released on Mar 16, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/jigsaw-masterpieces-world-heritage-site-3,ar1mdr,scgvdv
199835,Jigsaw Masterpieces: Hokkaido - Most beautiful places in Japan,"This is the additional puzzle pack for ""Jigsaw Masterpieces"".","Title: ""Jigsaw Masterpieces: Hokkaido - Most beautiful places in Japan"" Summary: This is the additional puzzle pack for ""Jigsaw Masterpieces"". Released on Mar 16, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/jigsaw-masterpieces-hokkaido-most-beautiful-places-in-japan,ar1mds,scgvdz
199836,Jigsaw Masterpieces: Hawaii - Most Beautiful Places in the World,"This is the additional puzzle pack for ""Jigsaw Masterpieces"".","Title: ""Jigsaw Masterpieces: Hawaii - Most Beautiful Places in the World"" Summary: This is the additional puzzle pack for ""Jigsaw Masterpieces"". Released on Mar 16, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/jigsaw-masterpieces-hawaii-most-beautiful-places-in-the-world,ar1mdt,scgve0
199837,Jigsaw Masterpieces: Fantastical Waterfalls,"This is the additional puzzle pack for ""Jigsaw Masterpieces"".","Title: ""Jigsaw Masterpieces: Fantastical Waterfalls"" Summary: This is the additional puzzle pack for ""Jigsaw Masterpieces"". Released on Mar 16, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/jigsaw-masterpieces-fantastical-waterfalls,ar1mdu,scgve7
185710,Gal Gun: Double Peace,"The Gal*Gun series is centered around a protagonist who becomes Super Popular under bewildering circumstances, forcing him to fend off hordes of girls who want to confess their love to him! Using his special Pheromone Shot, he must take aim and fire at the approaching ladies to send them into states of euphoria! Meanwhile, he must confess his love to one of the beautiful heroines in this part-shooting game, part-dating sim series!","Title: ""Gal Gun: Double Peace"" Summary: The Gal*Gun series is centered around a protagonist who becomes Super Popular under bewildering circumstances, forcing him to fend off hordes of girls who want to confess their love to him! Using his special Pheromone Shot, he must take aim and fire at the approaching ladies to send them into states of euphoria! Meanwhile, he must confess his love to one of the beautiful heroines in this part-shooting game, part-dating sim series! Released on Mar 17, 2022. Publishers: PQube. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Shooter, Arcade. Themes: Action, Romance. Player Perspectives: First person.",https://www.igdb.com/games/gal-gun-double-peace,ar1d04,scfvi1
194253,The Wake,Explore a generational curse that has swallowed a man and his life.,"Title: ""The Wake"" Summary: Explore a generational curse that has swallowed a man and his life. Released on Mar 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Puzzle, Simulator, Adventure. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/the-wake--1,ar1izk,scg86o
196175,My Lady Sayo: Zettai Kunshu! Sayo-sama,This is a novel game in which you serve Sayo and deepen your relationship with her as you respond to her reckless requests and endure her playful teasing.,"Title: ""My Lady Sayo: Zettai Kunshu! Sayo-sama"" Summary: This is a novel game in which you serve Sayo and deepen your relationship with her as you respond to her reckless requests and endure her playful teasing. Released on Mar 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Simulator, Adventure. Themes: Romance. Player Perspectives: unknown.",https://www.igdb.com/games/my-lady-sayo-zettai-kunshu-sayo-sama,ar1jyk,scggis
209443,Touhou Spell Bubble: Rhythm Game Song Pack,"Containing hits like ""Usatei"" by Cool&Create and ""Machibito Ha Kozu."" by Butaotome, the ""Rhythm Game Song Pack"" has you covered with all your favorites from rhythm games.","Title: ""Touhou Spell Bubble: Rhythm Game Song Pack"" Summary: Containing hits like ""Usatei"" by Cool&Create and ""Machibito Ha Kozu."" by Butaotome, the ""Rhythm Game Song Pack"" has you covered with all your favorites from rhythm games. Released on Mar 17, 2022. Publishers: Taito. Platforms: Nintendo Switch. Game Modes: Single player, Multiplayer, Split screen. Genres: Shooter, Music, Puzzle, Strategy, Indie. Themes: Action, Fantasy. Player Perspectives: Third person.",https://www.igdb.com/games/touhou-spell-bubble-rhythm-game-song-pack,ar1xyn,schwl5
191419,Mario Kart 8 Deluxe: Booster Course Pass,"A total of 48 more courses from throughout the Mario Kart series are racing to the Mario Kart 8 Deluxe game as paid DLC*. Take in the sights and speed through courses based on real-world locations like Tour London Loop and Tour New York Minute. This DLC also brings back half-pipes! Get some air, pull off a trick, and get a speed boost on Merry Mountain and Wii Maple Treeway.","Title: ""Mario Kart 8 Deluxe: Booster Course Pass"" Summary: A total of 48 more courses from throughout the Mario Kart series are racing to the Mario Kart 8 Deluxe game as paid DLC*. Take in the sights and speed through courses based on real-world locations like Tour London Loop and Tour New York Minute. This DLC also brings back half-pipes! Get some air, pull off a trick, and get a speed boost on Merry Mountain and Wii Maple Treeway. Released on Mar 18, 2022. Publishers: Nintendo. Platforms: Nintendo Switch. Game Modes: Single player, Multiplayer. Genres: Racing. Themes: unknown. Player Perspectives: First person, Third person.",https://www.igdb.com/games/mario-kart-8-deluxe-booster-course-pass,ar1lt0,scftpe
192408,#1 Pastime Bundle,"Enjoy 3 great games in 1 with this bundle containing #1 Crosswords, #1 Anagrams, and #1 Sudokus. #1 Crosswords In #1 Crosswords you'll find a story mode with 100 crossword puzzles to solve for all difficulty levels.","Title: ""#1 Pastime Bundle"" Summary: Enjoy 3 great games in 1 with this bundle containing #1 Crosswords, #1 Anagrams, and #1 Sudokus. #1 Crosswords In #1 Crosswords you'll find a story mode with 100 crossword puzzles to solve for all difficulty levels. Released on Mar 18, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Puzzle, Card & Board Game. Themes: Educational. Player Perspectives: unknown.",https://www.igdb.com/games/number-1-pastime-bundle,ar1h9i,scfxkk
192947,Sea Battle Minimal,"Classic strategy game - conquer leaderboard, challenge your friends and AI!","Title: ""Sea Battle Minimal"" Summary: Classic strategy game - conquer leaderboard, challenge your friends and AI! Released on Mar 18, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle, Strategy, Card & Board Game. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/sea-battle-minimal,ar1hqn,scg0qf
193765,Jumping Bricks Ball,"Play this exciting game with the ball bouncing against bricks scrolling down the screen, renewing the famous breakout game. Jumping Bricks Ball is an easy to learn but tough to master game with rich visual effects and addictive gameplay mechanics.","Title: ""Jumping Bricks Ball"" Summary: Play this exciting game with the ball bouncing against bricks scrolling down the screen, renewing the famous breakout game. Jumping Bricks Ball is an easy to learn but tough to master game with rich visual effects and addictive gameplay mechanics. Released on Mar 18, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/jumping-bricks-ball,ar1iii,scg5ba
196179,Car Driver Ultimate,"Drifting an airport bus on a runway? That’s only one of the exciting things awaiting you here! Dive into a huge location with lots of cool stuff to do, discover a race track, an off-road area and more!","Title: ""Car Driver Ultimate"" Summary: Drifting an airport bus on a runway? That’s only one of the exciting things awaiting you here! Dive into a huge location with lots of cool stuff to do, discover a race track, an off-road area and more! Released on Mar 18, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Racing, Simulator, Sport. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/car-driver-ultimate,ar1jyo,scggja
199838,Food Truck Tycoon: Expansion Pack 2,"45 new levels to explore + 7 new Achievements to complete.
Go ahead, test your skill!","Title: ""Food Truck Tycoon: Expansion Pack 2"" Summary: 45 new levels to explore + 7 new Achievements to complete.
Go ahead, test your skill! Released on Mar 18, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/food-truck-tycoon-expansion-pack-2,ar1mdv,scgveb
199839,AnimaLudo: Extended Edition,"Ludo is a party board, once played by kings, and now you, your family and friends can enjoy it. While the gameplay of Ludo may be simple at first, it is in fact challenging and very enjoyable. Think carefully about your next move, stay one step ahead of your opponents and return safely from your journey. Extended Edition includes 20 new characters!","Title: ""AnimaLudo: Extended Edition"" Summary: Ludo is a party board, once played by kings, and now you, your family and friends can enjoy it. While the gameplay of Ludo may be simple at first, it is in fact challenging and very enjoyable. Think carefully about your next move, stay one step ahead of your opponents and return safely from your journey. Extended Edition includes 20 new characters! Released on Mar 18, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle, Strategy, Card & Board Game. Themes: Party. Player Perspectives: unknown.",https://www.igdb.com/games/animaludo-extended-edition,ar1mdw,scgveg
199840,Sushi Time!: Complete Edition,"Welcome to Sushi Time! Manage a sushi bar and become a tycoon of Japanese food! Try to deliver the orders on time, but be careful not to mix them up! Upgrade your bar and beautify it, so that you'll be able to create the best sushi in town!","Title: ""Sushi Time!: Complete Edition"" Summary: Welcome to Sushi Time! Manage a sushi bar and become a tycoon of Japanese food! Try to deliver the orders on time, but be careful not to mix them up! Upgrade your bar and beautify it, so that you'll be able to create the best sushi in town! Released on Mar 18, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle, Simulator, Strategy, Adventure. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/sushi-time-complete-edition,ar1mdx,scgvel
237855,All in Casino Girls: Extended Edition,"Hit jackpots and increase your prestige to unlock new games. Get the ladies' attention, and eventually make it to the top of the millionaire list!","Title: ""All in Casino Girls: Extended Edition"" Summary: Hit jackpots and increase your prestige to unlock new games. Get the ladies' attention, and eventually make it to the top of the millionaire list! Released on Mar 18, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Simulator, Arcade, Card & Board Game. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/all-in-casino-girls-extended-edition,ar269s,sclbof
195008,Jumpy Mia,"Meet the always smiling girl and help her jump over enemies. Collect coins on differently constructed levels, discover a beautiful world and defeat a wide range of opponents. Join Jumpy Mia’s adventure now!","Title: ""Jumpy Mia"" Summary: Meet the always smiling girl and help her jump over enemies. Collect coins on differently constructed levels, discover a beautiful world and defeat a wide range of opponents. Join Jumpy Mia’s adventure now! Released on Mar 19, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Platform, Adventure, Arcade. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/jumpy-mia,ar1j85,scga33
178210,Rune Factory 5: Earthmate Edition,"Set off on a grand adventure in a fantasy world with the latest entry in the Rune Factory simulation RPG series. After losing their memory, the hero lands in a small town blessed by nature. There, they are recruited into a band of peacekeeping rangers, and their new life begins. In addition to their normal duties, the hero can farm the land, cast a line into the nearby river, and so much more! Team up with townsfolk to battle monsters and unleash powerful combination attacks - just one of the features new to the series. The stage is set, and the curtain rises on an exciting new adventure in Rune Factory 5!

Rune Factory 5: Earthmate Edition includes:
- Custom outer box featuring artwork from series illustrator Minako Iwasaki
- Rune Factory 5 Nintendo Switch game card in an exclusive SteelBook case
- Large 5.8” by 8.2” softcover artbook with over 70 pages of character illustrations, concept art, and more
- ‘Melodies of Norad’ soundtrack CD featuring 15 songs specially selected from across the entire Rune Factory series
- 13 exclusive in-game costumes based on the marriage candidates (+ Dolce’s ghostly companion Pico) from Rune Factory 4","Title: ""Rune Factory 5: Earthmate Edition"" Summary: Set off on a grand adventure in a fantasy world with the latest entry in the Rune Factory simulation RPG series. After losing their memory, the hero lands in a small town blessed by nature. There, they are recruited into a band of peacekeeping rangers, and their new life begins. In addition to their normal duties, the hero can farm the land, cast a line into the nearby river, and so much more! Team up with townsfolk to battle monsters and unleash powerful combination attacks - just one of the features new to the series. The stage is set, and the curtain rises on an exciting new adventure in Rune Factory 5!

Rune Factory 5: Earthmate Edition includes:
- Custom outer box featuring artwork from series illustrator Minako Iwasaki
- Rune Factory 5 Nintendo Switch game card in an exclusive SteelBook case
- Large 5.8” by 8.2” softcover artbook with over 70 pages of character illustrations, concept art, and more
- ‘Melodies of Norad’ soundtrack CD featuring 15 songs specially selected from across the entire Rune Factory series
- 13 exclusive in-game costumes based on the marriage candidates (+ Dolce’s ghostly companion Pico) from Rune Factory 4 Released on Mar 22, 2022. Publishers: XSEED Games. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Role-playing (RPG), Simulator. Themes: Action, Fantasy. Player Perspectives: Third person.",https://www.igdb.com/games/rune-factory-5-earthmate-edition,ar1cfv,scf7qz
